content,score
Ayo daftarkan teman nanti dapet cashback eeeh udah ngajarin temen cashback nggk dapet aplikasi pembodohan public iklan mah keren pelayananya menipu Terimakasih,1
Pembelian pertama min berpa sih.kok 100 tombol belinya kaga ijo,4
Saya sudah jual akun reksadana saya 150ribu tapi uda saya tunggu beberapa hari belom bisa juga dicairkan?? Mohon pihak bibit segera melakukan tindakan nya🙏,1
"Bibit Kontolllll, Aplikasi Babii, Saya Udh Terlanjur Transfer Rp.100 rb Ke Rekening BCA atas nama REKSA DANA INDEKS BNI AM, Dan Saya Minta untuk di transfer kembali ke rekening saya tpi tidak bisa.... Saya di suruh menunggu 14 hari, namun setelah 14 hari di sruh tunggu 14 hari lgi kan bener"" kontolllllll babbiiiiiii",1
Saya harap kedepan nya apk nya memberikan fitur via dana dalam transaksi nya agar kami yang trending lebih di permudahkan,4
"Yuk nabung di bibit dan masukkan kode refferal ""nabungrame"" dan dapatkan cashback hingga 25 ribu Salam sukses👌",5
"Baru gabung semoga berhasil, yuk yang baru gabung gunain kode WAWASAN biar dapet bonus 25ribu",4
Aplikasi ini sangat mntap. Untuk mmbntu finansial kita.dan lanjutkan,5
"Gw suka banget, bibit mudah dicerna oleh para pemula. Yg gak paham, menjadi sangat paham. Kemarin nyoba narik dana RDPU ke rek. Dan ternyata cuman 2 hari kerja langsung cair. Beda bank, jd kepotong 3500. Kemarin jual RDO cuman 3 hari kerja dah masuk rek.",5
"Mantap, drpd uang disimpen dlm celengan g berkembang mending diinvestasikan hehe! Silahkan gunakan kode refferal ->> berinvestasikuy <<- untuk mndptkan cashback 50rb yaaa! Wow",5
"Hai anak muda, semangat berinvestasi Habiskan masa gagalmu ketika masih muda!!!",5
"mantap sekali investasi nya kalo bisa di tambah banyak lagi reksadana, obligasi, saham, syariah nya lagi",5
Alhamdulillah stl invest di Bibit hasil nyata sdh sy dptkan...Bibit ok banget good investmen....👍🏻👍🏻👍🏻,5
"Uda setahun investasi reksadana di bibit Aplikasi yang bagus untuk yang mau belajar Investasi dengan user interface & User Experience yang bagus dan muda untuk dipahami dan ada fitur advise dari robo adviser yg bagus dgn cara menetukan Profil resiko kita, ayo berani dan belajar investasi skrng utk masa depan. dapatkan cashback 25k buat kamu dgn masukan kode refferal ""tanamkebaikan"" saling bantu saling untung.",5
"Apk bagus.... Jangan lupa masukan kode referal ""fuuns"" dapatkan cashback 25.000",5
Makin kesini makin jelek malah kena biaya admin untung juga ga seberapa,1
"Aplikasi keren,semoga bibit memberikan terbaik untuk investor khususnya pemula yg baru mengenal investasi reksadana",4
"Tolong min pencairan nya agak di cepetin gitu .. 1-2 hari an saja .jangan nunggu lama"" banget ..nyairin uang sendiri kayak nunggu utang aja ..tolong di perbaiki lgi min 🙏",3
Mohon bantuannya saya gak bisa buka aplikasi bibit sedangkan di aplikasi tersebut ada dana saya,4
Sy turunin soalnya stuck di logo awal.. gimana cara baikinnya? Sy udah mulai investasi,3
Apl bagus untuk pemula yg berinvestasi dpatkan cuan kode jamalka untuk pertama kali daftar,5
Bintang 3 dulu saya pengen masuk tapi harus pake KTP sanyang nya ga puya mau pake yg ortu di kira judi serba salah umur ku 16,3
grafik nya yg warna hijau jangan tebal,5
"Aplikasi sangat bagus dan membantu anda memahami Investasi Reksadana, Jangan lupa pakai kode Referal ""PAGEUP"" Biar bisa dapetin cashback 25K",5
"Gak mau komen apa apa cuma bintang yg ngejawab perasaan w tentang aplikasi yang satu ini, sukses terus PT bibit tumbuh bersama.",5
Udah lewat 1 minggu engga cair juga uangannya ni maksudnya gmna cuk,1
Masukan kode referal (fqoonua). Dan dapatkan cashback 25ribu. Khusus pengguna baru.,5
menarik walaupun saya pemula semoga bisa profit yang banyak amin,4
Iseng beli invest 100rb pake gopay selang beberapa hari untung tuh 200 perak gw coba jual lg ini gmpng gan pencairan nya dan trf ke bca selang 3 hari penjualan berhasil eh malam ini dpt notif terkait dengan blabla segala macem inti nya ada potongan bank lah alhasil duit 100rb ilang gtu aja wkwk kocak penilaian saya klo soal beli gampang bgt hari itu juga lngsung de setujui klo penjualan lm min 3 hri blm nunggu sgla macam dan yg potongan bank masa alesan pot bank 100rb bisa abis,5
Mengecewakan pencarian dari hari sabtu sampai hari RABU BELUM MASUK REKENING padahal sebelumnya hanya 3 hari,2
"Busett biaya dari BCA ke blu BCA ke charge, padahal free.. hari gini tarik dana masih kena charge",1
"Baru download belum begitu paham, tapi akan saya pelajari, code referal saya (jemekite)",5
"Buktikan dan rasakan manfaatnya.jangan lupa kode referal""ngopayy""..good luck",5
Moga aja udah gk ada error² lagi kyk kmrin.. mkasih bibit.,5
Untuk yg bru download pada saat mau registrasi masukkan kode refferal: silviaps Jgn lupaa kode refferalnya buat dpt Cashback 25rb lumayan loh,5
Bagus. Ayo yg belum download nih aplikasi aku saranin download. Dan biar kalian dpt voucher pakai kode dari aku *qymumbh*,4
Saya tidak bisa membuka aplikasi bibit sama sekali,1
Applikasi terbaik untuk belajar berinfestasi. Gunakan kode refferal ku (gloria) untuk daparkan cashback 25.000. Ayo berinvestasi..,5
"Silahkan Masukkan kode referral ( ALMANTAP ) untuk mendapatkan cashback sebesar Rp.25.000, silahkan daftar !!!",5
"Jadi ragu lihat banyak koment yg negatif di sini, pake yg lain aja masih banyak, kan ngeri tu ngurusin duit org banyak tp msh ada aja kendala, uang menurut saya itu sensitif.",1
"Aplikasi investasi paling keren.. untuk dapatkan cashback gunakan kode referal berikut ""fhreksadana""",5
"terimakasih sudah jadi tempat menabung saya, semoga bibit sukses selalu",5
Tingkatkan selalu proteksi data nasabah dan keamanan dari data nasabah dari para hacker.,5
"Gas keun pakek kode ""barbar"" dan dapatkan langsung hadiah menarik dari sini.",5
Metode Pembayarannya di maintanance sampe kapan ya iki kak? Saya mau nabung nig,3
apk penipu saya wd udah 3 minggu nggk cair2 aplikasi penipu berkedok investasi..tutup aja aplikasi gk guna samsek,1
Kadang untung kadang rugi... Overall bagus lah,5
"Yuk belajar investasi. Bisa pakai kode referral aku ya ""thelucky"" semoga beruntung :)",5
sebagai orang yg belum paham pasar modal ini tuh apk investasi terbaik menurut saya,5
"Gilaaaaa, nabung di bibit bkin nagihhhh 🥰🥰 seriusss yg tadinya jajan mulu, skrg udah kyk gini, gampang bnget, luv buat bibit 🤩😍😍😍",5
Sangat bermanfaat dan membantu utk pemula di Investasi Reksadana dgn modal 100rbuan... Yuk gabung dan dapatkan Cash Back 25rb dg masukkan kode (shafir),5
"Lebih mudah investasi di bibit.id, menabung sambil berinvestasi",5
"Apps ini bagus awalnya cuma pas redem dana dari bank kustodian ke jenius, dana saya ga masuk ke jenius pihak bibit lempar ke pihak jenius, pihak jenius berpendapat hanya bank penerima. tanya lagi pihak bibit diem aja dari januari tgl 17 redem sampai skrg dana nya ga masuk dan pihak bibit ga bisa ngapa²in sama bank kustodiannya jadi kalo kalian ada masalah redem hati² aja gw skrg ga rutin lagi invest di bibit",1
lama banget penarikan hasil infestasi nya ga rekoment,1
"Kode referall atau promo adalah ( sayagratis ) , pakai kode itu untuk mempermudah kalian teman",5
"yang naru daftar boleh nih pakai kode referal ""OKTASA"" biar bisa klaim bonusnya",5
Cuma 1 yang buat saya ga jadi login kenapa harus pake bank jago... Dah itu saja..,1
Sejauh ini aplikasinnya sangat menunjang kita untuk berinvestasi apalagi mendapat cashback Rp.50.000 dengan kode referal/promo : 50rbdong,5
"Idiot, disuruh kyc lewat web tapi buat masuk harus nunggu kode otp. Boro-boro kode otpnya dikasih pas diangkat langsung dimatiin bos. Idiot",1
The best pokoknya... Knpa gk dri dlu ya saya nabung dsini aja...,5
Sangat terpercaya diawasi otoritas jasa keuangan wajib coba investasi masadepan🥰 masukan kode referal : ( itiss ) biar dapat keuntungan 25K sebelum memulai 👍,5
Pencairan reksa dana dengan harga 10 rb ajah sampe T+7..aplgi mau investasi besarrrr..Terlalu Memakan waktu yang tidak penting...buat kalian yang mau investasi mendingan jangan di sini dahh!!,1
baru coba² masih ada rasa takut nabung,3
"Makin hari makin habos duitnya. Tiap hari trus 1000 perak. Mau gw cairkan kena biaa macem2. Inves rugi, bukn invea untung",1
"Untuk pemula rekomen pake bibit, kalau mau dapet cash back 25.000 pake kode refferal ini : ""unyang""",5
Lihat dulu progress setahun.... Nanti bintangnya ditambah..😀,3
Apk sangat bagus. Yang cari kode refferal ini ya ( abasbagas ),5
"Hii, untuk dpt cashback pake kode referral ini ya! : heniw",5
Aplikasi oke banget untuk saya yang awam investasi mkaasih bibit jangan lupa pake kode referal: biibit agar dapat cashback 25k,5
Mantap daaah. Yang mau daftar pakai kode referral BUATDANAPENSIUN untuk dapat cashback 25k,5
Sangat membantu buat saya dan keluarga gunakan kode referral - ( suhendra ) tanpa tanda kurung. Dapatkan cashback Rp 25.000,4
Dgn adanya bibit saya jadi belajar menabung dgn reksadana... walaupun sahamnya sempet rugi trus aq jual dan beli saham lagi yg lagi mulai merangkak naik harganya... skrn jadi untung dech. Cuma pas jual prosesnya agak lama dan pas udh ditrf ke rek ku kena biaya admin 5.000 tapi it's oke... jadi pengen nyoba lagi di saham yang lain.... tapi masih takut-takut,5
"Awas apk penipu casbacknyah ga masul² padahal udah pame kode referal ,udah top up di bank kago tapi gamasuk,",1
"transaksi mudah dan dana tabungan naik 0.05% jika rutin , bibit andalan . download bibit dan gunakan kode refeal (MUNGKIN) untuk dapatkan cashback Rp.25.000",5
Halo semua jangan lupa investasi reksadana di bibit. Ingat pakai kode ini [ SAURIS ] biar datapa cashback 25.000. Selamat berinvestasi.,5
"Baru menggunakan sih,tp bagus si aplikasinya membantu untuk orang2 yg masih awam kyk aku",5
"Yuk kita mulai membangun masa depan dengan bibit.. insyaallah membantu menjamin finansial kita di masa mendatang, nabung Reksadana bibit sekarang mumpung masih muda dan petik hasilnya untuk masa depan, Aminn. Jangan lupa klo mau daftar pakai kode referral ""wirakaona"" langsung dapat cashback 25k pembelian Reksadana.",5
"Yuk gabung dengan kami sekarang, jangan lupa masukkan kode (history) agar kamu mendapatkan cashback Rp. 25.000, yuk gabung dengan bibit sekarang.",5
Mari mulai investasi bibit... Tetapkan tujuan jangn lupa berdoa dan action.... Yang berkenan bisa menggunakan kode referal berikut... dreamprayaction Dapet Cashback....🙏☺️,5
Semoga cocok terus yaaaa.. sudah oke ..kalau semakin oke kutambah bintangnya karena aku nasih pengguna baru..,3
nanti d tambah bintangnya kalo udah bisa jadi siltap hihi,4
Sangat bagus buat pemula untuk berinvestasi,5
Masih baru belajar Untuk yang baru bisa masukin code : Danish,4
"Sya atas Nama Mega Wati, tolong dihapus aja data saya kalau ada yg menyalah gunakan sya tidak bertanggung jawab apapun itu trima ksih😊😊",2
"Gunakan kode aku yuk ""selamanya"" dapat cashcack 25 Ribu Cobain aplikasinya menguntungkan buat yg mau coba investasi:)",5
Panen duit di bibit... Alhamdulillah.. thanks bibit telah membantu perkembangan menabung uang keluarga saya..profit trus pokoknya di BiBiT ini uang keluarga kami,5
"Baru pemula, lagi belajar dl dngn Bibit... Smoga lancar",5
"Bagus untuk pemula, pakai kode voucher KODEHASBY untuk dapat cashback senilai 25rb",5
Tolong saya igin berinvestasi tapi saya tidak memiliki go pay saya hanya menggunakan aplikasi dana sebagai e-wallet utama,5
"Udah nggak percaya sama yang ginian,mending ngopi,sambil ngoding santuy...nggak bikin stress yakan...",2
"Ingin mengembangkan modal dan selangkah lebih maju,download bibit dan pakai refferal thenextinfluencer 😉",5
"Yuhuuu guys yg mau install dna registrasi jg lupa masukkan kode referal ""jangantundasuksesmu"" kalian akan dapat 25k. Lumayan kan",5
Pencairan dana sudh 2 minggu tapi blm masuk ke rek .. ini penipuan banget sih,1
Mau memperbaiki data diri ribet gak tau gimana,4
"Bagaimana bisa nik gak ditemukan, ngisi manual juga kagak bisa, giamna ini woi",2
Layanan bibit sangat memuaskan bagus untuk investor pemula maju dan berkembang terus bibit,5
Males Pakek Aplikasi Kayak Gini Pencarian Nya Lama Banget Sekarang Gwe Masih Nunggu WD Gwe Yang Udah Dari Kemarin Ngak Masuk Masuk Katanya Sihh Seminggu Baru Masuk. Gimana Yahh Kalo Seandainya Gwe Ada Keperluan Yang Sangat Penting Dalam Hidup Gwe Tp Dananya Masih Nyangkut Kan Ngakk Enak Banget. Walaupun Ini Dana Dingin Tp Tolong Bibit Sediakan Dana Cadangan Buat User Agar Wd Nya Cepat Kelarrr 😡😡😡,1
"Saya udh uninstall bibit, karena seabank lebih menjamin per hari bisa menghasilkan 1rb rupiah klo di bibit lama",5
"Udah cocok banget sama bibit ,solusi nabung dan investasi",5
"Transparan banget, sukakk... mski RDPT ku ga seberapa... Tapi setiap dapat dividen sllu dpt notif di email. pokoknya jgn ragu ato takut buat investor pemula. terimakasih bnyak bibit",5
Silahkan masuk kode referal (linasianturi). Pastikan saldo akan bertambah 50rb di akun kamu. Pokoknya mantap. Kode referal : linasianturi,5
Sangat bagus .. Muda cuman sekali investasi usia dini akan memudahkan di usia tua,5
Baru ngisi aku 200 rb dalam bbrp hari udah ada. Keuntungan ya walopun tdk banyak..karna sy baru..dan beli sedikit..semoga lebih membatu.buat sy menabung.🙏🙏🙏,5
Gue ngikutin rekomendasi dari bibitnya bukannya untung 2 hari malah buntung 60 ribu :(,1
Tolong apk bibit tambahkan metode penarikan lewat e-wallet seperti gopay dll,5
Sehari habis komplain langsung di tanggapi & diperbaiki. Mantap!!,5
"Tolong dong ksh metode pembayaran yg lain"" saya tidk bisa menggunakan go pay akhirnya saya uninstal ini apl nya",4
Kenapa akun q nggk bisa d buka setelah tersambung dg account JAGO. BGAIMANA SOLUSI X MIN,2
"good bibit,tingkatkan trs dalam pelayanan invesatasimu.",5
Mantaaaapppp. Mending nabung di sini dari pada di bank. Bunga nya lumayan kalau di bibit. Makasih bibit engkau jadi pilihan nabung untuk aset masa depan ku,5
"Mantep... Moga pelayanan dipertahankan, terutama soal pencairan. Semoga nanti kalo saya pencairan bs segampang proses deposit. Sukses buat manajemen bibit ;).",5
Trobosan baru buat yang mau beraksa yang lebih mudah...,5
"Tempat invest yang cocok buat semua aspek, buat yang mau download boleh dimasukin kode reff 'Blaime'",5
Muantep tenan....tambahkan pilihan produk yang lain seperti ba**k**,5
Setelah download dan login boleh masukan kode referal ini ya (bmnovlx) semoga berkah,5
Bagus buat semua kalangan jadi jgn tuda nabung mu,5
"Semoga dengan memulai investasi melalui bantuan BIBIT, saya bisa belajar mengenai investasi reksadana. Terima kasih BIBIT.",5
kurang lengkap tadi sudah bagus untuk tampilanya,5
Udah bagus kalau bisa tambahin pembelian lewat ovo biar lengkap. :^),5
"Ini gmna kok saya tarik uangnya belum masuk sampek sekarang, pdhal udah 7 hari dari dikonfirmasi nya, tolong dong",1
Buat teman teman yg mau dpt cashback Rp 25.000 pakai referalku aja ya 😊😘🤗(Ocean14),5
untuk beberapa bulan ini masih bagus,5
Kalo dana pensiun jangka waktunya bisa diubah lebih manteb min,5
Sempet dekdekan karna mines 1minggu eh udah sebulan pake trus di pantau naik lagi harga sahamnya ya masih 5%sih dari modal tapi keren,5
Mantappppppp ibarat dagang ada untung rugi. Tapi mantapp invest jangka panjang,5
Pengen tpi gx punya ATM. Gx bsa ya klo gx ada ATM. Minta bantuan jawab yg tau mksih.,5
klo bisa kasi gambaran inflasi rupiah pertahun. biar kita tahu jg rugi yg diakibatkan nilai rupiah yg anjlok tiap tahun,1
"Saya percaya pada bibit karena om Dedy. Padahal dalam hati juga ragu, takutnya seperti trading lain yg sekarang lagi bermasalah dan bikin afiliatornya terjerat kasus hukum. Tetapi semoga saja tidak, karena saya masih percaya sama om Dedy.",3
Mau kasih bintang ya..? Soalnya aku baru install cm lagi baca2 komentar nya. Jdi biki meragukan nya nih. Jdiaag aku blm bisa kasih bintang nya ya bosku... Aku mau ikutan kardna lhtin iklan di Deddy Corbuzier. Sampai disini jdi bingung mau ikutam investasi di bibit gak ya..?,5
"Yuk buat yang mau download apk Bibit.. Jangan lupa gunakan referral (boywillbeboys) agar dapat cashback 25rb, lumayankan 🔥🔥🔥",5
"Alhamdulillah, ada wadah yang mampu memberikan pelajaran dan pengalaman berinvestasi bagi kami yang mempunyai modal minim.",5
Menabung untuk masa depan cocok untuk masa2 muda sekarang ini bibit solusinya,5
"Ini gimana sih, masa gak bisa upgride karna bank jago syariah, eh pas mau di ubah ke bank jago biasa ktanya gk bisa, gimana sih, ribet lebih baik ajaib",1
pencairan nya lama udah order jual nunggu 5 hari .terus tungggu lagi 7 hari lama banget,1
Lumayan tapi untuk verifikasi nya yg membosankan.... Nanti saya turunin bintangnya KL gak seportif,5
Masukan kode referral ini (pragos) untuk dapat bonus hadiah menarik,5
Bagus banget sihh sekarang udah bisa ngerasain jadi investor hahahha ayo buruan gabung (hhwz2nk) buat yang butuh code hihihi:),5
Tolong ini kenapa saya mau masuk ke aplikasi gagal terus,3
"terbantu dalam invest reksadana dengan nominal kecil, mantap",5
Mari berinvestasi bersama Bibit dan dapatkan bonusnya dengan menggunakan referral ((saranaku)),5
Bagi yang bingung mencari kode referal untuk mendapatkan cashback 25.000 ribu masukin kode referal : wpzbyad Dijamin langsung dapet,5
Saya SDH menggunakan bibit ini SDH hampir q tahun Tapi jujurli saya belum paham Bagaimana cara kerjanya Adakah pencerahan yang mau mengajarkan saya?,3
"Nyairin dana 3 jt aj lama amat, Padahal transaksi udah selesai, Dikemanain dulu sih dananya?",1
Aplikasi investasi real... Bukan abal2.... Kereeeeen.....,5
"Paraahh...BABI. sengaja gw kasih bintang 5 kalau perlu sekalian langit bintang² nya lu makan dah... baru sadar nich aplikasi parah. Balikin dana gw smuanya, mending gw taruh di tetangga sebelah jelas,padat,singkat,faster,easy,and 1x24jam all prosesnya....kaga kagak lu pada prosedur² duit org lu ambil....jangan² lu antek² nya yg udah masuk bui itu ya.....",5
"sekarang pakai biaya admin, jadi suda tidak pernah nabung",1
cuma disini uang saya bisa bekerja maksimal walaupun saya sedang tidur hehehe. terimakasih bibit,5
"Pakai kode ""xiaodino"" buat dapet Cashback 25k. Aplikasi ini gampang banget buat kamu yang mau mulai investasi dengan aman karena diawasi langsung sama negara",5
Aplikasi yang cocok buat investor pemula dan saya berpesan semoga fee pembelian dan penjualan tetap gratis untuk seterusnya,5
"Bibit tolong dong di buat agar yang terlanjur punya akun jago syariah tetep bisa daftarbibit plus, mohon bantuannya dong",3
"Kapan bibit bisa kaya sebelah, bisa trading langsung saham? Semoga ada perbaharuan, karna sudah nyaman pakai bibit",5
"Baru download, langsung investasi, mau lihat cara kerjanya gimana.",4
"Apk sudah baik, tapi alangkah baiknya kalau penarikan bisa lewat DANA/Gopay, terima kasih.",4
masukan kode ini xppkrv1 👈👈 langsung dapat bonus cashback 25 rb bisa langsung digunakan untuk memulai investasi,5
Saya kasih bintang 5 karena setiap komentar selalu di tanggapin oleh pihak aplikasi 🙌,5
"Sorry gue td bintang 1 karena blum paham sistemnya dgn yg lain, yg penting dana gue udah masuk setengah hasil penjualan",5
"tempat belajar investasi yang mudah, dan semoga semakin membuat kita semua lebih melek finance",4
"BUAT YG BARU DOWNLOAD DAN BARU DAFTAR MASUKIN kode referral ""tashacantik"" buat dpt cashback NANTI MASUK KE TABUNGAN KALIAN thanks",5
Keren banget nihh aplikasi jadi paham apa itu investasi,5
"Hampir setahun pakai, Keuntungan sudah tercapai 4%.... Code referal untuk cashback guys 👍: mudaberinvestasii",5
masukin kode tapi gk dapet point bibit + jago nya aneh,1
Jangan pernah di download saya udah coba dana hasil investasi tidak cair masuk ke rekening,1
Salah satu aplikasi yang membuat kita paham kalo investasi dari dini itu sangat penting,5
"coba saja dulu 4 bintang. Kalau tidak bernasalah, tinggal di tambah satu bintang lagi. Terima kasih",4
Mau download liat komentnya serem-serem jadi pikir-pikir dulu aja klo mau main ini,1
"Mulai berinvestasi pakai Aplikasi ini akhirnya nemu juga. Semoga Barokah & Betah, Tks_Ajkh:) 👍",5
Alhamdulillah untuk pemula pun bisa mendapatkan keuntungan .ayu bergabung kode Rafael saya untuk mendapatkan voucher cashback 25rb di awal .“boooom” itu kodenya,5
Mudah transaksinya dan mendasar untuk yg awam,5
Mumpung ekonomi melemah bisa belanja reksadana yg akan tepat waktunya akan perkasa,5
Ribet buruk. Registrasi saya upload KTP dari galery saja ga bisa. Ilfill sistem kalian,1
"Dapatkan 25k dibibit dengan memasukan kode referal : ""izzulcool"" ayo belajar nabung saham dibibit sangat cocok bagi pemula dan awam, dibibit tanpa ada paksaan mau nabung kapan/mau ambil dananya kapan pun bisa. Yg jelas bibit sdh di awasi OJK.",5
"Jangan lupa masukin kode ""firdausn"" Auto dapet 25rb kan lumayan banget buat tambahan",5
"Tempt terbaik utk inves, semoga dananya tidak disalah gunakan. Tp katanya sudah terdaftar di OJK si",5
"Menabung jadi sangat mudah dan menguntungkan. Untuk mendapatkan cashback senilai Rp 25.000, gunakan kode referal : bibitsiaga",5
"Aplikasi sangat mantap ayo download dan masukkan kode referall ""epsbeex"" dan dapatkan cashback 25.000.00",5
Mantep banget pake bibit jadi teratur keuangan nya pakai kode referral ini : ivestasibersamabibit biar dapet 25 ribu rupiah,5
"Kode referral TERBARU: hausuntung Dapatkan cashback senilai 50.000, jangan sampai kelewatan.",5
"Baru mau nyoba, semoga faham dan menghasilkan cuan. QMAMKXU nih buat yg mau masuki kode referal daerah cashback 25Rb",4
Verifikasi email ya berapa lama sih min Ko hampir seharian belom kelar ?,2
"pakai kode: BANYAKCUAN ,nnti dpt cashback. yakali pada ngk mau dpt cashback",5
Selama ini lancar gak ada masalah bagus,5
"ok, tanpa kndala walaupun beli reksadana kena biaya",5
mantap nih! Robo Invest Reksa dananya sangat terpakai buat cara cepat milih tempat investasi yang cocok,5
Tolong lah yg pada komentar jangan pada ngiklanin kode referalnya.. Kan gw jg mau ngiklanin anying! Kasian belum makan lho gw:),5
"Masukkan kode ( tuti5 ) untuk pendaftar pertama, dapatkan cashback 50rb lumayan kan.",4
Mantapp sangat menguntungkan . Memberikan kemudahan bagi yang ingin berinvestasi Semoga menjadi kebaikan bagi semua orang Jaya terus bibit,5
"Enak banget sih diakses, easy, collab sama BJ juga oke",5
Gunakan kode referal : banyunayara untuk dapatkan cashback sebesar 25 ribu.,5
"Pencairan uang lama, zaman udah maju apa apa udah cepet, bibit doang jadul .",1
"Katanya bisa investasi mulai dari Rp.10.000 padahal kenyataannya minimal Rp.100.000 kalau kayak gini mending di investaskan di bank aja, Lebih real",2
"Bagus sih cuman waktu nyairin duit verivikasy dari bank kusTodian lama banget masa sampai seminggu lebih ,klo bisa di percepatlah",4
Pembelian dan penjualan sangat lama..nggak rekomend buat inves di bibit..cari yang laen aja..nyesel dah invest di sini,1
"Awal nya coba di pasar uang, trus coba untuk penarikan dana. Dan bener2 amanah si uang masuk ke rekening pribadi. Skrg jadi percaya dong dan naro lagi di pasar uang😂",5
Kakk boleh tanya untuk pelajar yang mau inverstasi di bibit untuk daftarnya diresakdana kalo tidak punya rekening harus pakai apa kak,4
Masih baru blm pengalaman bgt tp ok deh dari pada nyari2 keuntungan yg gak jelas . Is the best 👍👍👍💪,5
Terpercaya dan mudah dalam akses membeli reksadana,5
Kode refeal (0zkeqlu) jgn lupa masukam kode nya y ke untungan investasi ke untungan melimpah,5
"Uang saya raib di bawa sma bibir profit ga kluar modal ga ada saldo di keruk terus,do'an kamu bangkrut sampe ke akar2nya .",1
apabila sudah tidak perlu digunakan dana yang ada tidak bisa ditarik,1
sangat memuaskan semoga kedeoanya lebih baik lagi,5
"Untuk top up nya cuma go pay sama jago, coba bnyak bank. . . .",2
"Penarikannya lemot, masak sampe 1 Minggu lebih , mending pale apk sebelah",1
Yuk pakai kode referral : 👉 (carauntung) Banyak bonus banyak untung 👌🙂,5
"Mau dapat 50rb gratis? Masukkan kode referal : VINSTARCHANNEL Dan jangan lupa kunjungi juga youtube Vinstar Channel, Terima kasih 😁",5
Tambahib fitur dark mode biar enak buka app nya,5
Ini apa sih withdraw udah 14hari gak masuk masuk,1
"Aplikasi bagus,yang mau join boleh pakai kode referal nandaaja,dapat cashback 25000",5
Aku kasih 3 Dulu...karna penjualan ku sampai sekarang blm masuk rekening,3
Investasi disini pasti untung.. Jangan lupa pakai kode referal [capcusnabung] biar dapet cashback 25k,5
"Sangat membantu untuk jiwa muda yang melek investasi, masukan kode ""10kbibitbobot"" untuk dapat cashback 25k",5
"Ma'f ko saya blum bisa untuk investasi,nunggu veripikasi terus,padahal smua'y udh bener. Tolong knpa?",3
Mantap pokonya sangat dianjurkan buat siapapun,5
buat nabung ntuk hari tua!!!bibit mantap smoga smkin sukses!biar k depannya sejah tera yg mengunakan apikasi bibit!!!mksi bos...,5
"Bibit mantap, gak ribet penarikan sama deposit Saran buat pemula kalo mau invest Disini ajaa",5
sangat membantu masukin kode rimabibit untuk mendaoatkan cashback sebesar 50.000 :),5
Pake kode ini biar kamu dapat cashback 25rb dan saya juga dapat biar win win solution ( iribilangboshahai ) min pembelian 100rb,5
Awalnya ragu tp yakin dan mulai paham investasi makasih bnyak mulai ditingkatkan lg dong mengenai informasi atau berita terkait investasi,5
"Kenapa harus lewat jago,gua udh login jago g dapet kode verifikasi mending g ush kerja sama sama jago g jls",1
"Pencairan dana lama bgt gila, kalo dibilang untung sih menurut w jg engga dibanding uang yg di masukin, kalo duit diem mending deposit di seabank sih, pencarian real time no tunggu2, cuan gede, duh bibit no lah",1
"Sangar user friendly apalagi buat pemula, sok input kode reff : erikacantik waktu daftar untuk cashback 25k",5
"Bibit menyediakan fitur syariah, tapi pembayaran virtual account masih konvensional semua?",1
Susah banget verifikasi wajah. Mau ambil uang jadi susah padahal uang sendiri juga. Apa akhirnya sekarang influencer online malah bener bilang ini bisnis Shady dan gak jelas gt. Ambil uang dibikin susah.,1
"kurang suka , soalnya gak tau cara ngambil ungnya lgi😭",3
"Aplikasi mantap. Gunakan code ""reksadana10"" untuk transaksi pertama maka akan mendapatkan cash back 50rb. Ayk tunggu Apalagi.",5
"okelah, tp invest gue masih kecil disini, coba² aja 😁",5
"Ini baru aplikasi yg joss masukkan kode referal saya ini ""2kali"" Dapatkah cashback rp 25000,",5
Tolong dong pihak BB Uuntuk nambahin fitur pembayaran lewat dana/ovo/link/PayPal,4
"investasi termantap, saya sudah buktikan install sekarang !!",5
buat yg baru daftar mau dapet cashback 25k? pake kode referal ini ya 👉 cuanpastibibit 👈 dijamin cashback 25000,5
"pencairan dananya lambat sangat yah, udah dari 28 Desember belum cair juga hingga saat ini",1
"Yok, daftar bibit pake referal: tokettante , Biar dapat cashback, ahhahhah",5
"Buat temen temen yg baru main bibit boleh masukin kode ""salammahasiswa"" saat register agar kita mendapatkan cashback pd pembelian pertama, thank you",5
Dikit...dikit lama menjadi bukit. Menganjurkan kepada anak- anak untuk menyisihkan sebagian uang mereka untuk inves masa depan,5
Menurut saya bibit ini aplikasi yang baik buat investasi pemula bagi pelajar,5
"Tolong dong bibit hari sabtu minggu harusnya ikutkan dalam pencairan dana , lama bngt dari tanggal 26 sampai skrang jual obligasi gk seberapa gk masuk masuk 😭",1
"sudah rajin ikut promo malah cashback hilang, sudah hubungi wa, support jawabannya tunggu terus",1
"Mantap baru kali ini investasi,diajari sampai mengerti",4
JUAL REKSADANA LAMA SEKALI KE MASUK KE REK SIP. ESTIMASI 3 HARI MASUK UDAH 4 HARI BELUM MASUK - MASUK. PINDAH BROKER AJA KLO GINI BIKIN MALES!!! KRITIK GAADA UPDATE SAMA SEKALI UDAH KAPOK PINDAH AJA!!,1
Lumayan awalnya cuma ngetes... Akhirnya menghasilkan..👍🏼👍🏼,4
"Reksadana Terbaik - Untuk Kamu Yang Baru Sign Up Pake Kode ""Timothyleo"" Untuk Mendapatkan Credit 50K.Terima Kasih",5
